Person,File,Transcription,Pauses
Richard Gwyn,RichardGwyn_5.wav," do  it. (pause for 0.5s)  And  at  that  time,  in  1967, (pause for 1.0s)  those  British  people  reasonably  well  informed  about  Canada  and  some  were,  and  those  Americans  who  were  the  same. (pause for 0.6s)  And  I'm  talking  to  them  about  people  who  had  no  bad  feelings,  no  hostile  feelings  toward  Canada, (pause for 0.8s)  took  for  granted  that  Canada  would  disappear  from  the  map  within  a  few  years. (pause for 0.8s)  The  guessing  was  that  Canada,  which  would  have  gone  halfway  toward  becoming  a  country.  We  were  still  a  colony,  it's  often  forgotten (pause for 0.7s)  after  the  Confederation,  we  were  still  a  colony. (pause for 0.7s)  But  we  would  go  all  the  way  to  being  independent (pause for 1.1s)  and  become  a  country  and  then  realize  that  it  did  make  no  sense  because  all  the  power,  all  the  wealth,  all  the  population  was  in  the  United  States.  And  all  the  lines,  natural  lines  of  geography  and  communication,  transportation, (pause for 0.9s)  finance  and  so  on,  went  north  south.  And  they  wanted  us.  They  wanted  us.  Of  course,  they  did.  They  wanted,  it  was  manifest  destiny.  They  wanted  us  to  stretch  up  to  the  pole. (pause for 0.8s)  And  two  things  stopped  them. (pause for 0.5s)  One  was  the  very  curious,  hard  to  understand  objectively,  cold  bloodedly,  choice  of  Canadians,  not  to  become  Americans.  They  just  didn't  want  to  become  Americans. (pause for 0.9s)  The  second  one  was  this  guy,  John  E.  McDonald. (pause for 1.0s)  By  some  fluke,  we  were  very  lucky. (pause for 0.9s)  We  were  a  runny  little  backward  provincial  colony  on  the  edge  of  civilization.  That's  all  we  were  in  1867,  but  didn't  anything  more. (pause for 0.8s)  We  had  in  John  E.  McDonald, (pause for 0.8s)  what  I  honestly,  and  I've  looked  at  things  with  some  care, (pause for 0.8s)  I  would  put  him  in  the  absolute  top  class  of  all  national  leaders  in  democracies.  That  is,  I  would  put  him  up  there  with  Benjamin  Disraeli,  the  British  Prime  Minister  and  Abraham  Lincoln,  of  course,  the  great  American.  So  the  best  of  his  time,  you  mean?  Best  of  his  time,  he  was  just,  it's  uncanny,  that's  such  an  able  politician,  and  he  was,  he  was  extraordinary,  I  can  tell  you,  give  you  examples  of  his  ability  to  understand  what  was  really  going  on,  then  figure  out  how  to  manipulate  the  politician  into  doing  what  he  thought  was  necessary,  and  what  he  thought  we  thought  was  necessary  was  to  build  Canada.  Well,  you've  compared  him  to  other  leaders  of  other  democracies,  and  let's  just, (pause for 0.5s)  let's  figure  out  how  much  democracy  we  actually  had  going  on  in  the  country  at  the  time,  because  remember,  Canada  is  a  country  of  three  and  a  half  million  people  at  the  time, (pause for 0.5s)  basically  one  city,  and  it's  not  the  city  we're  in  now,  it's  Montreal,  Toronto's  60,000  people.  How  much  democracy  do  we  have  in  Canada  at  the  time? (pause for 0.6s)  At  the  time,  well,  actually  only  about  20 %  of  people  had  to  vote,  no  women  to  start  with, (pause for 0.5s)  no  native  people,  no  aboriginals  to  add  to  that,  and  then  anybody  who  didn't  own  property,  and  you  had  to  own  a  minimum  amount  of  property,  the  theory  being  that  those  people  who  had  property  had  a  house  to  protect,  whatever  farm.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Richard Gwyn,RichardGwyn_0.wav," More  than  70  years  ago,  about  seven  and  a  half  years  ago,  I  started  the  project  with  not  a  clue  that  it  would  be  of  the  scale  it  was. (pause for 0.6s)  And  I  had  no  idea  there  would  not  be  two  volumes  and  so  on. (pause for 0.5s)  And  because  so  much  happened  with  Donald,  did  so  many  things.  I  mean,  like  he  invented  the  Northwest  Mounted  Police,  which  was  the  first  distinctively  Canadian  institution.  The  first  time  Canadians,  when  asked  what  the  hell  was  the  Canadian,  very  hard  to  tell  who  we  were  back  in  the  19th  century.  They  could  say  that  we  are  the  Northwest  Mounted  Police,  which  brought  peace  and  good  government  to  the  West,  as  you  know,  for  a  while. (pause for 0.6s)  But  he  invented  that  out  of  nothing. (pause for 0.8s)  So,  far  more  to  him  than  I  started  out,  knowing. (pause for 0.5s)  I  was  pretty...","(pause, (pause, (pause, (pause, (pause"
Charles Bronson,CharlesBronson_15.wav,... ... ... ... ...,
Charles Bronson,CharlesBronson_10.wav," Oh,  yeah. (pause for 2.0s)  All  her  stuff  is  still  there,  our  clothes  and  we  make  up  for  the  whole  thing  is  still  there. (pause for 0.5s)  She  was  far  brighter  than  me. (pause for 1.0s)  She  had  many  challenges,  you  know.  She  could  paint,  sing,  act,  she  does  a  lot  of  things. (pause for 1.8s)  She  used  to  do  work  on  stage  and  ice  skate  through  all  this  skate  activity. (pause for 0.5s)  Do  you  think  you'll  ever  remarry? (pause for 1.6s)  No  way. (pause for 2.4s)  Not  because  it  was  so  bad,  but  because  it  was  so  nice,  I  could  never... (pause for 0.7s)  If  I  would  marred  again,  I  would  be  making  comparison.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Terry Pratchett,TerryPratchett_5.wav," a 'n  cymraedd  eich  sy 'n  cymraedd  y  tweig. (pause for 1.4s)  Mae 'n  cymraedd  yn  agwy  o 'n  ein  cymraedd  hwyllush  o 'n  tei  arwchu,  i 'n  hynny 'n  hynny 'n  clywed  yn  edryd  Drum  symw  ffodd  wedi 'n  du 'r  amlad  o 'r  amlad  o 'r  amlad  o 'r  amlad. (pause for 1.1s)  Chy 'n  d  wolf  feithol  un  ar  gyfer  hynny 'n  gwybod  o 'r  amlad,  a 'r  amdol  weithol  y  gallu 'r  farfarthau,  o  reiunch  i 'n  ent  reiunch  ni 'n  prynarnaedd  y  pwis  o 'r  amlad  o 'r  amlad,  deill,  ffwst.  Mae 'n  in  Sandra  Jor,  mae 'n  eraill  hynny  dim  yng  ngwyskyd,  mae 'n  unigod  ymweid  yn  ffwrd,  A  large  department  store  called  Gammages  in  London  to  see  Father  Christmas.  No,  OK. (pause for 1.2s)  There's  this  kid,  he  grows  up  in  a  house  with  candles  and  gaslight. (pause for 0.5s)  He  goes  up  to  London  on  the  train,  which  is  an  excitement  in  the  zone.  I  was  about  six,  maybe. (pause for 0.8s)  It's  happening  in  the  zone  where  he  goes  to  a  brightly  lit  department.","(pause, (pause, (pause, (pause, (pause"
Terry Pratchett,TerryPratchett_0.wav," No,  actually,  but  I  can,  the  simple  thing  to  say  is,  no,  when  I  vote  guards  guards,  I  thought  Calut  was  going  to  be  the  hero, (pause for 1.0s)  and  Vines  was  going  to  be  a  kind  of  background  figure. (pause for 1.4s)  But  Vines  pushed  his  way  forward. (pause for 3.6s)  A  friend  of  mine  is  making  me  a  bust  of  the  goddess  of  Writers, (pause for 0.7s)  who  I  have  said  is  Nalativium, (pause for 1.1s)  because  I  believe  in  Nalativium. (pause for 0.9s)  And  if  you  please  the  goddess,  she  will  help  you. (pause for 3.3s)  And  Vines  just, (pause for 0.9s)  Vines  developed  as  if  I  had  given  birth,  I  said,  but  I  mean,  he  just,  he  changed. (pause for 0.6s)  I  mean,  I  know  I  was  writing  it, (pause for 1.0s)  but  I  had  no  plans,  but  one  thing  led  to  the  other,  and  so  the  logical  outcome  of  what  we've  just  done (pause for 0.7s)  moves  on  to  this  thing.  So  that's  what  happened  next,  and  so  on,  and  so  on,  and  so  on. (pause for 0.6s)  And  Vines  was  always  there,  and  sometimes  I  have  to  break  myself  away  from  writing  about  Vines,  so  that  I  write.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Teresa Gorman,TeresaGorman_10.wav, Mae 'n  gydlwys  gwineau 'i  wneud  o  gwneud  a  fyddiai  spewn. (pause for 1.0s)  Ym  wedi  gydlwys  gwneud  ac  wedi 'i  fi 'n  gydlwys  gwneud  i. (pause for 0.7s)  Ond  mae  yw 'n  gydlwys  gwneud  o  gwneud  i 'n  gydlwys  ym  wedi 'u  gyfer  y  ddelyddiwn 'n  gyddarnoliad.  Ond  mae 'n  gydlwys  gwneud  rhoi 'u  diweddyn  unrhyw.,"(pause, (pause"
Bill Buckner,BillBuckner_5.wav, I  got  a  phone  call  from  one  of  those  late -night  TV  big  shows  and  the  guys  talking  to  me  like  was  I  going  to  jump  off  the  bridge  or  shoot  myself  and  I'm  thinking  what  is  there  something  here  that  I'm  missing  for  somebody  to  have  the  balls  to  say  that  to  me.  I  mean  that  really  ticked  me  off.,
Bill Buckner,BillBuckner_15.wav," Well, (pause for 0.5s)  hey,  I'm  here  to  have  a  good  season. (pause for 1.0s)  Number  one,  I'm  dead  serious  about  it.  I'm  very  competitive, (pause for 1.1s)  and  we're  here  to  have  fun. (pause for 1.2s)  But  bottom  line  is  we've  got  to  win  once  in  ballgame.  So  I'm  just  a  manager  that  likes  to  play  hard,  win,  and  try  to  help  the  players  out  as  much  as  I  can. (pause for 0.5s)  They  have  a  dream  to  play  in  the  big  leagues, (pause for 0.8s)  and  I  had  that  opportunity,  so  I'm  going  to  do  everything  I  can  to  help  them  progress  in  their  baseball.","(pause, (pause, (pause, (pause, (pause, (pause"
Bill Buckner,BillBuckner_10.wav," Well,  you  know,  I  coached  for  six  years  after  I  finished  playing  with  Toronto  and  the  White  Sox,  and  it  took  eight  or  nine  years  off  and  my  kids  were  growing  up,  coached  Little  League  and  went  through  it  through  all  that  and  then  the  kids  are  out  of  school,  so  I've  gotten  back  into  it  and, (pause for 0.6s)  you  know,  the  kids  are  great  athletes  now  in  the  technology,  the  training. (pause for 1.2s)  You  know,  I'm  with  the  Cubs  now  as  a  minor  league  hitting  coach  and  the  people  that  we  have  working  in  the  organization  now  that  it's  got  so  technical,  the  way  they  train  and  work  out  and  control  them  and  all  the  video  for  hitting  and,  I  mean,  it's  just,  it's","(pause, (pause"
Joe Conley,JoeConley_0.wav," And  nothing  out  of  the  ordinary, (pause for 0.7s)  actors  get  hired  and  fired  every  day  of  the  week. (pause for 1.4s)  When  it  came  time  for  me  to  go  on  the  Walton  interview,  it  hadn't  been  named. (pause for 0.8s)  All  we  knew  was  that  it  was  a  series,  a  one  hour  series, (pause for 0.7s)  and  it  was  about  some  place  in  the  South. (pause for 1.0s)  It  didn't  give  us  too  much  information. (pause for 0.5s)  When  it  came  time  to  go  in  and  meet  the  producer, (pause for 0.7s)  I  shook  hands,  and  he  just  sat  there  and  looked  at  me  for  a  while, (pause for 0.5s)  and  then  finally  he  said, (pause for 0.8s)  you  wear  a  rug, (pause for 0.8s)  which  means  translated  out  of  Hollywood, (pause for 0.5s)  you  wear  a  toupee. (pause for 1.2s)  And  I  said,  I  don't  wear  a  toupee, (pause for 1.1s)  it's  real  stuff,  it's  hanging  there. (pause for 2.3s)  So,  we  sat  for  another  couple  of  minutes  and  no  one  said  anything,  and  they  said,  thank  you  very  much  for  coming  in,  and  of  course,  that's  the  kiss  of  death. (pause for 1.1s)  When  someone  tells  you,  thanks  for  coming  in, (pause for 1.5s)  two  weeks  later,  I  got  a  phone  call  from  my  agent,  and  he  said  they  want  you  for  the  series. (pause for 1.7s)  Oh,  you  could  have  knocked  me  over, (pause for 0.5s)  I  was  really  surprised.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Tony Parkes,TonyParkes_10.wav," Mae 'n  ddym  yn  y  gallun  am  i  fi  amlodau  arall  iawn.  Mae 'n  ysgol  ei  ffwrddau  yna  am  yr  un  arall. (pause for 1.9s)  Mae 'n  yna  fel  bodden  a  ffwrdd  cyfnedd  yna.  Mae 'n  ysgol  yn  ei  ffwrdd  cydreddoedd,  yn  ei  mis  i 'n  gallu  yr  un  ni 'n  ei  mewn  ond  eu  chiol  un  ni  yn  hyyn.  Mae 'n  plyde  wir, (pause for 1.3s)  gyda 'r  aż  i 'w  yn  un  ni 'n  gallu  i 'r  ei  bag  mae 'r  oedd.  Mae 'n  fanfwn  yn  ym  gysgrwyl.  Gwis,  ac  mae 'r  plyn  mwlo  ddu  yn  clywedddiad,  gall  oedd  wedi  mewn  gweithydd.  Mae 'r  plyn  mwlo, (pause for 1.0s)  wedi  wedi  mewn  mwlo, (pause for 1.7s)  yn  lluni  dwyna  a 'r  plyn.  Mae 'r  plyn  mwlo,  mae 'r  plyn  mwlo, (pause for 0.7s)  ein  mwlo, (pause for 0.9s)  a 'r  plyn  m'  who  ac  mae 'r  plyn  mwlo.  Mae 'r  plyn  mwlo,  yn  cael  bod,  gan  i 'r  plyn  mwlo,  i 'r  Steve  King.","(pause, (pause, (pause, (pause, (pause, (pause"
Tony Parkes,TonyParkes_5.wav," am  sy 'n  growth  i  yna  ddod. (pause for 2.3s)  Mae  gydordebi  a  fwy  mwynd  ag  yng  Nghyw  un.  Mae 'n  gwybod  amol  metw  eraill. (pause for 1.3s)  Mae 'n  ac  creuio 'r  ddod,  a 'n  mynd  gydol  a  gydordebunio  am  y  biglwyd.  Mae 'n  mynd  gydio, (pause for 0.8s)  a  gyddoeddau  a  ffforodau  a  ofgypassau. (pause for 0.5s)  Mae 'n  gyddoeddau  a  ffforodau  a  wneud.  Mae 'n  gyddoeddau  a  ffforodau  a  ffforodau  a  ffforodau  a 'n  gyddoeddau  a  ffforodau  aaill.  a 'r  bi 'r  sgweithu  yma 'r  gweithu  da.","(pause, (pause, (pause, (pause"
Pat Pariseau,patpariseau_10_1.wav," So  I'm  going  to  do  it. (pause for 1.7s)  I  have  had  a  great  ride. (pause for 0.9s)  I  actually  got  dragged  into  politics  by  my  husband.  He  was  the  person  who  was  interested  in  politics.  It  wasn't  me. (pause for 1.4s)  So  when  his  friend  came  over  to  visit  him  because  my  father -in -law  died  and  to  bring  condolences, (pause for 0.8s)  he  said,  we're  having  caucus.  Would  you  like  to  join  us,  Ken,  because  I  know  your  love  politics.  And  he  said,  sure,  I'll  come. (pause for 0.8s)  So  the  next  morning  at  breakfast,  he  said,  you  became  a  delegate. (pause for 2.0s)  What? (pause for 1.0s)  And  you  do  what?  And  what  do  you  do  next? (pause for 0.5s)  Well,  you  go  to  a  convention  and  say,  and  do  what? (pause for 3.3s)  So  I  go  there  and  they  try  to  make  me  the  chairroom  because  they  had  some  fresh  blood.  They  said,  oh,  we'll  dump  one  of  these  big,  you  know. (pause for 0.7s)  I  said,  wait,  I  can't  do  it.  I  don't  even  know  what  I'm  doing  here. (pause for 1.3s)  So  I  went  through  that  day  and  the  next  day  I  went  home  and  I  said,  don't  ever  do  that  to  me  again. (pause for 2.1s)  So  the  next  year,  he  went  to  the  convention  and  then  they  made  me  the  chairwoman. (pause for 1.0s)  I  said,  and  you  were  doing  what?  I  was  watching  the  coffee  pot. (pause for 3.6s)  He  drank  the  whole  thing,  too, (pause for 0.7s)  at  any  rate.  So  that  was  my  untreated  politics. (pause for 0.6s)  But  after  I  ran,  I  actually  spent  15  years  of  volunteer  work  for  the  party  on  other  people's  campaigns  trampling  all  over  the  state,  from  Tony  Adams  up  in  the  North  Country  to  Elden,  Medallin,  and  down  in  the  corner  for  in  Lewiston  and  all  different  people  everywhere.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Pat Pariseau,patpariseau_10_2.wav," Well,  some  people,  you  know,  there  are  some  people  who  recall  at  the  word  trapping. (pause for 1.3s)  What's  the  difference  between  shooting  an  animal  or  trapping  an  animal  if  it  dies?  It  dies. (pause for 1.1s)  And  it's  in  the  same  condition.  So  you  have  to  kind  of  think  about  how  you  can  mix  people  together  and  they'll  get  along  better. (pause for 0.7s)  And  that's  one  of  the  things  that  I  do  is  curious,  more  about  it  for  the  Trappers  Association. (pause for 0.7s)  Even  though  there  are  people  here  who  are  members  of  the  Association,  but  don't  carry  water  very  often  for  them.  So  I  decided,  I'll  be  that  person,  I  don't  mind  it. (pause for 0.7s)  And  keep  in  touch  with  them  very  closely.","(pause, (pause, (pause, (pause, (pause"
Ernie Sigley,ErnieSigley_15.wav," I  was  a  choir  boy  at  Christchurch.  I  went  to  scholarship  as  a  boy,  I  auditioned  for  the  choir,  so  I  got  free  education  up  until  my  voice  broke. (pause for 0.7s)  And  then  when  I  finished,  actually  while  I  was  a  choir  boy,  I  was  singing  on  swallow's  tuners.  I  went  in  there  and  I  went  in  the  telequest, (pause for 0.9s)  and  I  came  second  on  it,  and  then  I  started  singing  on  swallow's  tuners. (pause for 0.6s)  And  there  was  a  guy  called  Murray  Callard.  Murray  Callard.  Oh  yes,  we  remember  the  name,  yeah,  and  the  voice.  It  was  a  good,  a  good,  an  answer,  and  plus  the  studio  manager,  and  I  put  my  name  down  and  it's  a  job  for  a  panel  operator.  Turned  that  operator  on  those  days,  you  know. (pause for 0.7s)  Ah,  for  when  it  came  up,  excuse  me,  when  it  came  up,  I  started  at  the  age  of  14,  a  3D  piece  of  panel  operator. (pause for 0.6s)  That's  how  it  all  started.  And  Danny  Webb.  Dan  Webb  raised  a  breakfast  with  Dan,  and  he  sort  of,  he  was  the  one  who  used  to  plug  me  on  the  radio.","(pause, (pause, (pause, (pause, (pause"
B B King,bbking_15.wav," No,  not  necessarily  when  I  was  doing  the  music.  I'm  talking  about  that  time,  just  times  in  your  life. (pause for 0.6s)  Time  in  your  life,  you  feel  that,  for  example,  you  might  lose  a  close  friend  or  something  happens  that  don't  necessarily  have  to  be  bad  for  you,  but  bad  for  somebody  else.  Bad  in  a  lot  of  cases  for  people  you  don't  even  know. (pause for 0.7s)  And  you  still  feel, (pause for 1.0s)  you  know, (pause for 0.8s)  emptying  away  or  speaking  because  you  can't  do  anything  to  help  them.  You  don't  know. (pause for 1.3s)  Well,  you're  just  there.  For  example,  a  few  months  ago  or  so, (pause for 0.7s)  I  was  in  Europe  and  I  read  about  JFK,  Jr. (pause for 0.9s)  Well,  I  had  a  chance  to  meet  him  when  he  was  a  teenager. (pause for 0.9s)  His  mother  brought  he  and  his  sister  by. (pause for 0.9s)  We  were  playing  Manhattan  one  night,  and  the  ex -first  lady  at  that  time, (pause for 1.1s)  after  the  president  was  dead, (pause for 0.7s)  brought  the  kids  by  who  we  were  playing.  So  I  had  a  chance  to  see  him  meet  him. (pause for 0.7s)  And  then  reading  about  he  and  his  wife,  Ancestral  Law,  was  all  killed  at  one  time. (pause for 0.7s)  This  hurt, (pause for 0.6s)  it  would  have  hurt  me  if  I  didn't,  if  I  had  not  met  him, (pause for 0.8s)  but  I  had  met  him.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
B B King,bbking_10.wav," anyone  else  other  than,  I  was  a  black  kid  instead  of  me  in  a  white  kid  and  it  was  a  segregated  society. (pause for 1.7s)  We  walked  to  school,  the  white  kids  had  a  school  bus (pause for 2.3s)  and  I  was  crazy  about  Roy  Rogers. (pause for 1.1s)  I  like  William  Elliot,  we're  calling  Wild  Bill. (pause for 1.2s)  I  didn't  think  I'm  being  white. (pause for 1.4s)  He  was  cowboys,  my  heroes. (pause for 3.0s)  I  think  trying  to  answer  your  question, (pause for 1.6s)  I  had  never  experienced  the  North.  I  didn't  know  anything  about  the  North.  I  didn't  know  anything  about  any  other  society  other  than  what  we  lived  in. (pause for 0.8s)  So  to  answer  your  question,  truthfully, (pause for 1.8s)  I  all  right  with  me, (pause for 1.0s)  just  that  some  people  had  and  some  had  not  and  I  wished  I  could  have  been  one  of  those  that  had, (pause for 1.0s)  that's  the  truth. (pause for 0.8s)  Well,  I  guess  I  was  the  average  African -American  boy,  or  American  boy  really, (pause for 1.1s)  I  used  to  hunt  fish, (pause for 1.7s)  played  a  shooting  novel,  it  was  never  good  in  any  of  it. (pause for 3.2s)  The  school  I  went  to,  we  didn't  have  a  football  team  or  basketball  team. (pause for 2.4s)  We  played  something  called...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
B B King,bbking_0.wav, when  I'm  feeling  bad  and  that  for  me  when  I'm  feeling  good. (pause for 1.1s)  It's  kind  of  like  the  religious  music  is  to  a  lot  of  people.,(pause
Jonathan Miller,JonathanMiller_5.wav," find  yourself  in  love,  loving  people,  and  again,  as  Vickish  Times  has  said,  it  isn't  something  which  you  can,  as  it  were,  undertake  to  encourage  yourself  to  do. (pause for 0.8s)  It's  very  interesting  that  we  use  this  verb,  which  is  usually  associated  with  accidents. (pause for 0.7s)  I  fell  in  love. (pause for 2.3s)  It's  an  involuntary  thing  that  befalls  you. (pause for 1.3s)  It's  often, (pause for 0.5s)  maybe  very  agonizing,  but  it's  often  very  joyful,  and  sometimes  it  continues  throughout  one's  life,  as  it  has  to  that  woman  who  has  just  walked  out  of  the  room, (pause for 2.9s)  and  to  my  children. (pause for 2.5s)  And  those  are  the  only  people  I've  ever  loved. (pause for 3.1s)  So  it's  a  fairly  narrow  group  of  people  that  I  love.  There  are  people  I  like,  but  the  people  I  love  and  wish  nothing  but  good  for  them  are  really  limited  to  my  family. (pause for 2.5s)  I  have  no  idea  what  it  is. (pause for 0.8s)  I  don't  know  why  it  is  that  when  they  are  in  your  house  and  are  born (pause for 0.8s)  from  you, (pause for 0.7s)  that  you  do, (pause for 0.5s)  as  it  were,  fall  in  love  with  them. (pause for 0.8s)  Why  should  that,  their  origin,  guarantee  their  beloved  quality?","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Lerone Bennett Jr,LeroneBennettJr_10.wav," So,  don't  know  who  we  are  and  how  powerful  we  are.  We  still  don't  know  that  story  of  how  we  came  out  of  slavery  and  God  land  in  almost  all  of  the  southern  states.  And  how  in  1877, (pause for 0.5s)  we  were  violently  driven  from  power.  The  land  was  violently  taken  from  us  and  people  tried  to  reduce  as  many  black  people  as  they  could  to  sharecropping.  But  before  that  happened, (pause for 0.5s)  there  were  a  number  of  men  across  the  South.  Well,  George  Reed  was  one  of  them  who  found  the  stake,  who  created  the  stake  and  a  number  of  them  who  maintained  it  for  several  years. (pause for 1.0s)  In  the  Civil  War,  contrary  to  what  we've  been  told  everywhere, (pause for 1.1s)  African  Americans, (pause for 0.6s)  male  and  female  played  a  major  role  in  emancipating  themselves. (pause for 0.7s)  And  as  I  have  indicated  in  the  book,  I  wrote  recently, (pause for 1.1s)  black  men  did  as  much  as  anybody  else  to  emancipate  black  people  and  to  help  emancipate  America. (pause for 1.2s)  Some  200,000  black  men  fought  in  the  Union  Army  and  Lincoln  and  Grant  and  other  people  said  that  we  couldn't,  the  Union  could  not  have  won  that  war  without  the  help  of  these  200,000  black  soldiers  who  fought  in  the  war. (pause for 0.7s)  And  as  a  result  of  that,  at  the  end  of  the  war, (pause for 1.2s)  radical  Republicans  like  Charles  Somme  that  is  Stevens  and  a  Frederick  Douglass  and  Harry -","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
George Robb,georgerobb_10.wav," fŵrm  yn  y  express  ddeall,  yng  Nghymru,  fŵrm  yn  yw  i 'n  gweithr  o  fŵr,  pŵrm  yn  y  pŵrm  yn  y  cefryn  o  rhaid.  Mae 'r  fŵr  arthwrn  yn  fŵr  am  ddwn,  mae 'n  yma  trefag  gyflushod  yna, (pause for 3.2s)  ac  yn  am  allanaethan  yna.",(pause
Ralph Klein,ralphklein_5_2.wav," Yeah,  and  electricity  is  good,  but  trying  to  build  a  dam. (pause for 0.5s)  There  are  environmental  problems  with  every  technology. (pause for 1.7s)  Try  and  build  a  dam  to  generate  electricity. (pause for 0.6s)  Try  and  build  a  wind  farm.  Right. (pause for 1.8s)  There  are  huge  problems.  Try  and  build  a  solar  panel  or  a  field  of  solar  panel.","(pause, (pause, (pause, (pause"
Ralph Klein,ralphklein_5_1.wav," But,  well,  human  caused  to  some  degree,  to  some  degree,  well,  kill  all  human  beings  because  we  all  exhale  CO2. (pause for 1.1s)  And  unless  you  have  bad  breath,  you  can't  smell  it  or  get  your  hands  around  it  or  feel  it. (pause for 1.1s)  But  yeah,  it's  human  caused  and  we've  got  to  acknowledge  there  is  a  problem  relative  to  global  warming.  But  we  also  have  to  say  that  what  needs  to  be  done  needs  to  be  done  in  a  sustainable  manner. (pause for 0.7s)  In  other  words,  we  have  to  protect  the  environment,  but  at  the  same  time  we've  got  to  accommodate  the  economy.","(pause, (pause, (pause"
Jack Webster,JackWebster_5.wav," We  don't  know  the  modus  piece  as  well  as  you  do,  but  I've  been  over  them  in  helicopters (pause for 0.6s)  and  on  the  seaboard  side  there  must  be  450  square  miles  of  land  which  is  available  no  for  national  parks, (pause for 1.1s)  where  there  has  been  no  log,  except  maybe  a  hundred  years  ago  during  the  war  when  there  was  all  kinds  of  things  like","(pause, (pause"
Jack Webster,JackWebster_10.wav," questions,  say,  you're  the  philosopher  and  the  red  neighbor.  Nevertheless,  would  it  not  be  a  much  better  way  of  choosing  a  prime  minister  if  we  went  back  to  the  old  traditional  system  of  the  largest  group  in  the  House  of  Commons  picking  the  elected  MP  in  whom  they  had  the  more...",
Robert Anderson,RobertAnderson_10.wav," Well,  you  know,  I  met  Debra  Carr  doing  one  of  those  radio  shows, (pause for 0.8s)  and  TN  simply  would  have  been  a  completely  different  play. (pause for 0.8s)  Ingrid  did  it,  many  famous  people  did  it,  but  Debra  set  the  mark  on  that  play. (pause for 0.6s)  And  this  was  really  serendipity  because  I  lived  in  the  garden  department  of  the  people  who  owned  the  theater  guild.  It  was  my  first  wife  and  I  lived  there. (pause for 1.2s)  And  I,  as  I  said,  used  to  write  about  eight  shows,  and  I  was  working  on  a  play,  and  I  didn't  want  to  write  the  next  show  that  they  wanted  me  to  write.  And  it  was  a  show  called  Remember  the  Day,  a  play  by  Philip. (pause for 0.6s)  I  forgot.  Anyway,  I  didn't  like  the  play  particularly. (pause for 0.5s)  And  Al  Mino  Marshall,  who  was  Mrs.  Liner, (pause for 0.5s)  came  down  and  begged  me  to  do  it.  And  I  said,  Al  Mino,  I  really  don't  like  the  play,  and  I'm  busy  on  something  else.  And  she  said,  well,  we'll  have  the  apartment  painted  for  you  if  you  do  it.  And  I  said,  Al  Mino,  please,  please  don't  bribe  me  like  that.  And  then  we  had  a  garden  outside, (pause for 0.5s)  which  being  the  garden  department,  we  had  the  garden.  And  she  said,  she  went  out  and  looked  at  it.  And  she  said,  do  you  know  the  walls  all  need  painting?  And  so  I  said,  Al  Mino,  I  really  just  don't  like  the  play. (pause for 1.5s)  I  finally  did  it, (pause for 0.5s)  and  I  met  Debra  Carr  on  that  show. (pause for 1.5s)  Just  accident. (pause for 2.3s)  And  I  said  to  her  at  the  end,  she  was  on  her  way  to  Hollywood.  She  hadn't  even  met  the  Hollywood  yet.  And  she'd  been  in  London,  all  the  theaters  and  movies  out  there. (pause for 0.6s)  Wonderful,  early  movies. (pause for 2.6s)  And  I  said  that,  you  know,  Debra,  I  hope  I  get  to  do  a  play  for  you  sometime.  And  she  said,  well,  I'm  off  to  Hollywood.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Jesse Helms,jessehelms_5_2.wav," I  would  like  for  him  to  say,  well,  he  did  the  best  he  could, (pause for 0.7s)  if  they  say  that, (pause for 0.7s)  that'd  be  enough.","(pause, (pause"
Jesse Helms,jessehelms_5_1.wav," for  Mexico  never  existed,  and  the  fact  that  I  am  very  fond  of  Mexico, (pause for 1.0s)  I  have  dislikes  and  things  taken  by  the  government, (pause for 0.9s)  positions  taken  by  the  government  of  Mexico  in  the  past,  and  yes, (pause for 0.9s)  I  try  to  be  candid  as  the  United  States  Senator, (pause for 1.2s)  and  I  have  told  the  truth  about  my  feelings, (pause for 0.6s)  but  there's  a  new  day,  there's  a  new  day  in  Washington, (pause for 0.7s)  and  a  new  day  here  we  have  two  new  great  presidents.","(pause, (pause, (pause, (pause, (pause, (pause"
