Person,File,Transcription,Pauses
Prince Philip,Prince Philip_2.wav," good.  I  don't  think  that's  not  quite  the  same  thing.  I  think  that  what  you  do,  I  don't  think,  is  necessarily  as  important. (pause for 0.5s)  I  mean,  I  don't  think  to  judge  people  by  their  jobs  is  rather  a  limited  way  of  judging  the  individual  because  it's  what  a  person  is.  I  mean,  what  is  altogether,  and  in  many  cases,  what  people  do  in  their  spare  time  and  their  leisure  time  is  more  important  than  the  work  that  they  were  more  important.  It  was  more  significant  and  socially,  let's  say,  than  their  job. (pause for 0.6s)  I  mean,  take,  for  instance, (pause for 0.6s)  there  are  a  lot  of  people  in  local  government  who  may  have  relative,  unimportant  jobs.  I  mean,  there  is  an  unimportant,  I  mean,  they're  very  important  in  what  they're  doing,  but  there's  socially  not  all  that  important,  maybe  employed  in  the  factory. (pause for 0.6s)  But  in  their  elective  job,  as  a  local  counsellor,  of  course,  they're  far  more  significant.  They  may  be  more  significant,  for  instance, (pause for 0.5s)  a  factory  worker,  maybe  a  secretary  of  the  local  football  club,  for  instance.  Well, (pause for 0.6s)  socially,  the  work  he  does  as  a  secretary  of  the  football  club,  maybe  voluntary, (pause for 0.5s)  is  in  a  sense  from  the  community  point  of  view,  far  more  valuable.  And  I  think  that  people  ought  to  be  judged  much  more  by  what  they  are  and  how  they...","(pause, (pause, (pause, (pause, (pause, (pause, (pause"
Prince Philip,Prince Philip_1.wav," Wyt  yw 'n  fwyft  yn  bod  ymrhywff. (pause for 3.2s)  Ond  o 'n  glimb  o 'r  gydgynig  hynny.  Gyd  yn  fwyft  o 'r  ddiwrddiad  bod,  yn  fwyft  o 'r  ymrhywff,  ar  ddiwrdd  eu  yw 'r  gwledu, (pause for 0.6s)  yn  fwyft  oedd.  yn  ychwan,  o  dder  Magdru  o  dyna  pethu, (pause for 1.1s)  wrth  gyddych  chi  ymdysod  nhw  wrth  gyddych  chi  d  barwm  wrth  gyddych  chi  d  barwm  wrth  gyddych  chi  ddim  yn  ei  wygdwraith.  fod  y  byddwn  cywyr  i  ddim  yn  ceisio. (pause for 3.2s)  MEAN.","(pause, (pause, (pause, (pause"
Robert De Niro,RobertDeNiro_2.wav," Well  New  York  is  New  York  to  great  city.  I  always,  you  know,  you  read  about  how  wears  New  York  gone  the  way  it  was  in  the  70s  or  the  anytime  and  it's  it  always  is  changing  into  what  it  is  at  the  moment  and  that's  as  it  should  be.  So  New  York  is  a  great  place.  It's  got  the  energy.  I  run  into  people. (pause for 0.5s)  I  mean  we  all  know  this  but  you  run  into  people  from  other  countries  and  they  they  just  feel  it  you  know  it's  a  different  experience  for  them. (pause for 0.8s)  I  kind  of  get  the  feeling  it's  sort  of  liberating  being  from  a  more  constricted  environment  in  a  way  a  more  I  guess  a  smaller  town  feel,  provincial  town,  provincial  feeling  even  in  some  of  the  big  cities  that  there's  not  the  possibility  of  some  real  change  and  in  New  York  you  could  you  feel  that  when  you  come  and  you  can  feel  it  if  you're  in  New  York  or  two. (pause for 2.0s)  That  to  me  is  what  and  you  can  also  be  anonymous  at  the  same  time  so  there's  a  tremendous  spectrum.","(pause, (pause, (pause"
Robert De Niro,RobertDeNiro_1.wav," Well, (pause for 0.6s)  this  is  a, (pause for 0.5s)  I  lived  down  there  and  I  wanted  to,  I  always  had  the  thought,  I  guess  I've  been  hearing  other  people  say  this  to  me  that  they  could  have  the  chance  to  open  a  restaurant  or  whatever.  I  always  wanted  to  have  a  place,  if  I  had  the  chance,  if  I  was  ever  in  a  position  to  do  it  and  I'm  lucky  enough  to  be  in  a  position  to  have  like  a  center,  like  a  film,  in  my  case,  it's  a  film  center,  a  place  where  people  can  get  all  kinds  of  energy  coming  together  and  sort  of  things  happening,  it's  like  sort  of  casting  a  movie  or  a  play, (pause for 0.5s)  getting  all  these  different  types  of  people  together  in  one  place, (pause for 0.9s)  one  sort  of  community,  film  community,  because  it's  not  really  anything  like  that,  I  mean,  there's  studios,  but  there's  no  real,  there's  no  real,  like,  center  of  place  for  people  to  interact,  a  couple  of  things,  but  they  don't  quite  work,  I  mean,  I  don't  see  them  working,  and  so  that  I  wanted  to, (pause for 0.8s)  this  thing  started,  I  saw  a  building  that  I  liked,  and  then  I,  someone  who  I  was  working  with  managed  to  get  it  in  place  with  the  people  who  own  it  and  so  on,  we  wound  up  creating  this,  I  said  if  I  could,  I  would  try  and  create  this  center,  so  that's,  and  I  found  a  person,  a  woman  named  Jane  Rosenfall  to  sort  of  run  it  and  oversee  it,  and  it's  coming  along  very  nicely, (pause for 0.5s)  but  it's,  and  who  knows  how  it'll  wind  up,  it'll  be  a, (pause for 1.3s)  it'll  take  a","(pause, (pause, (pause, (pause, (pause, (pause, (pause"
James Caan,JamesCaan_3.wav," I  had  a  bedbout  with  cocaine  for  a  little  while. (pause for 1.1s)  I  lost  my  sister  what  happened  and  she  was  like,  I  don't  know. (pause for 1.3s)  And  when  I  lost  I  couldn't  handle  it.  I  didn't  know  what  to  do.","(pause, (pause"
James Caan,JamesCaan_2.wav," I  mean,  which  for  me  was  absurd  because  where  I  came  from, (pause for 0.9s)  I  mean, (pause for 0.6s)  if  I  had  one  beer,  I  would  be  gone.  I  never  saw  that  stuff. (pause for 0.6s)  But  at  the  time,  that  was  running  around. (pause for 2.4s)  And  when  I  lost  my  sister,  I  just  realized  that, (pause for 0.9s)  you  gotta  have  passion  for  something. (pause for 0.5s)  And  I  really  didn't  have  any  for  that. (pause for 0.6s)  Like,  at  least,  I  think  my  three  least  favorite  words  are  I  don't  care.  It's  like  if  someone  said  you  want  to  play  ten,  I  don't  care.  Well,  if  you  don't  care,  don't  play. (pause for 0.6s)  You  want  to  make  love.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
James Caan,JamesCaan_1.wav, one  of  the  40  people  that  lived  there. (pause for 1.9s)  And  I  went  on  a  branding.  I  was  invited  to  go  on  a  branding.  And  it's  just  something  that  I  got  caught  up.,(pause
Christopher Plummer,christopher plummer_1.wav," There's  live  television  show  in  New  York  called  Broadway  TV  Theatre,  which  was  like  a  repertory  company.  You  did  the  play  in  front  of  the  cameras  every  night  for  a  whole  week,  like  a  rep. (pause for 0.5s)  It's  extraordinary,  but  it  was  very  successful.  At  the  end,  all  the  stars  came  out  and  helped  with  a  commercial  and  they  were  selling  Ford  or  something  or  some  car  like  that. (pause for 1.1s)  And  Ian  Keith,  one  night, (pause for 0.6s)  was  the  butler,  and  he  necessary, (pause for 0.7s)  didn't  come  on  again  and  he  went  out  and  got  plastered. (pause for 1.2s)  And  at  the  end  of  the  show,  he  came  back  quite  rightly.  Why  should  he  take  a  curtain  call?  He's  only  playing  the  butler,  but  because  he  was  such  a  fine  actor,  they  were...  He  came  on  and  he  said,  well, (pause for 0.6s)  Mr.  Keith, (pause for 0.5s)  what  do  you  think  of  this  wonderful  new  Ford  we  have  here  this  year, (pause for 0.7s)  and  he  said,  I  think  it's  a  piece  of  crap.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Christopher Plummer,christopher plummer_2.wav," Yeah,  yes,  a  prayer. (pause for 0.9s)  I  did  a  lovely  engagement.  One  of  the  nicest  I've  ever  had  with  the  London  Symphony  Orchestra  last  night, (pause for 0.6s)  doing  Henry  V  from  the  movie,  with  a  movie  score  that  Sir  William  Walton  wrote  for  the  Olivier  film  a  long  time  ago, (pause for 0.5s)  which  has  since  been  lost  to  us,  even  the  score  was  torn  up.  I  don't  know  why,  because  it's  a  lovely  thing.  And  now,  Never  Mariner, (pause for 0.5s)  the  conductor  of  the  LSO  who  used  to  play  the  fiddle  under  Sir  Thomas  Beachham  for  that  very  film.  He  was  in  the  orchestra, (pause for 0.7s)  revived  the  idea, (pause for 1.0s)  and  now  Sir  Neville,  he  is, (pause for 0.8s)  and  we  do  it  together.  We've  done  it  three  times,  and  this  is  our  culmination  point,  and  we're  going  to  record  it,  because  the  old  record,  I  believe,  is  hard  to  resurrect.  I  hope  it's  hard  to  record.","(pause, (pause, (pause, (pause, (pause, (pause, (pause"
Christopher Plummer,christopher plummer_3.wav," beautiful  Swedish  actress  and  myself  were  playing  the  two,  I  was  playing  the  Archduke  Rudolf, (pause for 0.8s)  the  Habsburg, (pause for 0.7s)  and  she  was  doing  my,  playing  my  mistress,  and  we  were  supposed  to  meet  in  the  little  chalet (pause for 0.7s)  for  our  suicide  pact. (pause for 0.8s)  We  take  each  other's  lives,  that  was  the  love  thing. (pause for 0.8s)  So  the  night  of  the  show, (pause for 0.6s)  I  can't  find  the  entrance  anywhere. (pause for 1.5s)  And  I  know  she's  pacing  up  and  down  waiting  for  me.  And  I  don't  know  where,  and  I'm  dressed  in  my  full  medal. (pause for 1.2s)  And  there's  no  sort  of  assistant  or  floor  walker,  whatever  you're  going  to  guide  me  to.  And  I  know  she's,  I'm  honest,  she's  pacing  up  and  down.  She's,  there's  no  dialogue,  she's  waiting  for  me. (pause for 0.5s)  I  finally  see  a  ray  of  light,  and  I  make  for  it.  And  I  just  ducked,  and  I  pushed  my  way  through  and  I  stood,  I'd  come  through  the  fireplace.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
James Earl Jones,james earl jones_1.wav," Hell  no!  No,  Brando  is  incapable  of  anything  on  that  level,  generosity  or  selfishness  even. (pause for 0.7s)  He's  totally  committed. (pause for 1.0s)  You  walk  on  a  set  with  Brando  and  you  get  your  stuff  together  because  he's  already  locked  into  a  total  experience. (pause for 0.7s)  I  walk  into  the  set  and  there's  this  American  Nazi  rockwell  that  he  was  playing. (pause for 0.7s)  He  had  got  a  spray  can  of  insects, (pause for 0.5s)  no,  deodorant. (pause for 0.8s)  I  don't  know  what  it  came  from  and  I'm  sure  he  didn't  exactly  plan  it.  But  this  black  man,  Alex  Haley,  replayed  by  me,  walks  in  and  he  sprays  this  lice  oil. (pause for 1.1s)  Well,  so  I  say,  okay,  I'll  come,  my  hatred. (pause for 1.2s)  You  know, (pause for 0.9s)  my  gas  mask, (pause for 0.6s)  only  way  I  could  not  counter  it, (pause for 0.5s)  not  upstage  or...  But  meet  what  he  was  doing. (pause for 1.0s)  And  that's  the  way  it  is  with  working  with  him.  Off  stage, (pause for 0.8s)  off  camera,  sitting  in  those  nice  leather  chairs, (pause for 1.0s)  canvas  chairs. (pause for 1.0s)  He  was  generous  in  that  he  related  to  me  as  a  person. (pause for 1.0s)  Not  as  another  actor,  but  as  a  person.  We  talked  about  what  we'd  like  to  eat  and  we  both  should  have  been  boycotting  food.  But  we  talked  about  what  we'd  like  to  eat.  That  was  a  real  thing  we  could  talk  about.  It  was  like  confession,  too. (pause for 1.0s)  And  also,  what  we'd  like  to  hang  out  when  we're  not  working. (pause for 1.6s)  That's  all  we  talk  about.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Ralph Lauren,RalphLauren_3.wav," Everything  I've  always  done  has  been  for  my  own  emotion  and  it  was  never  done  for  a (pause for 1.0s)  brand  or  a  label. (pause for 0.6s)  It's  because  I  feel  it. (pause for 0.8s)  When  you  give  it  a  title,  it  sort  of  takes  it  away  from  me. (pause for 1.9s)  I  had  a  brain  tumor  25  years  ago  and  and  that  was  shock  and  I  lived  through  it.  I  came  out  very  well.  I  was  very  lucky. (pause for 1.9s)  But  I  remember  meeting  a  friend  of  mine,  a  woman  who  I  know,  I  knew,  who  was  an  editor  for  the  Washington  Post,  a  name  with  Nina  Hyde  and  I  was  just  coming  out  of  the  hospital  and  she  didn't.  I  had  seen  her  on  the  street  and  she  didn't  say  a  lot  of  me  for  some  reason. (pause for 1.2s)  And  she  remained  in  my  mind.  So  I  called  her  and  I  said,  Nina,  I  missed  you  on  the  street. (pause for 0.7s)  And  I  said,  I'd  love  to  see  if  you  know  when  you  come,  come  up  and  see  me. (pause for 0.7s)  And  she  then  told  me  that  she  had  a  breast  cancer. (pause for 0.9s)  And  I  said, (pause for 0.9s)  I  can  help  you. (pause for 0.7s)  Let  me  help  you. (pause for 1.0s)  And  I  said,  what  do  you  need? (pause for 1.5s)  And  I  felt  them.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Max von Sydow,MaxvonSydow_3.wav," difficult  to  tell. (pause for 0.8s)  It's  such  a  long  story  and  such  a  complicated,  complex  story. (pause for 1.3s)  Bergman  was  an  extraordinary  movie  maker,  an  extraordinary  director,  a  theatre  director,  great  theatre  director.  And  he  was  an  extraordinary  teacher  and  a  mispire  for  his  actors. (pause for 0.9s)  And  he  created  a  relationship  between  all  the  people  he  worked  with. (pause for 0.7s)  Everybody  went  along  and  did  whatever  they  could  to  present  something  valuable  to  the  project,  whatever  it  was. (pause for 0.9s)  And  the  fact  that  he, (pause for 0.6s)  as  long  as  I  knew  him,  he  worked  in  municipal  theatre  in  Sweden  and  then  after  that  at  the  Royal  Theatre  in  Stockholm. (pause for 0.6s)  And  all  the  time  he  made  films. (pause for 1.5s)  Let's  say  one  year. (pause for 0.9s)  I  don't  understand  how  he  had  the  stamina  and  the  strength  to  work  the  way  he  did  with  writing  a  screenplay  in  the  winter,  in  the  spring, (pause for 0.5s)  shooting  the  film  in  the  summer,  editing  it  in  the  autumn. (pause for 0.6s)  And  then  at  the  same  time,  maybe  presenting.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Max von Sydow,MaxvonSydow_1.wav," I  think  I  have  quite  a  few,  I  was  in  something  called  the  emigrants  on  the  new  land  about  ten  years  ago,  which  was  a  wonderful  story,  wonderful  part,  and  I  enjoy  doing  it  very  much,  and  I  like  these  two  films  very  much. (pause for 1.1s)  And  then  my  very  first  American  picture,  which  was  called  The  Greatest  Story  of  A  Toll,  which  was  based  on  the  life  of  Christ,  was  a  very,  very  extraordinary  experience.  And  then,  of  course,  the  exorcist, (pause for 0.9s)  and  maybe  you  saw  something  called  a  very  good  thriller  called  Three  Days  of  the  Convince. (pause for 0.8s)  I  played  an  interesting  villain, (pause for 0.8s)  yes,  Rumeir,  you  remember.","(pause, (pause, (pause, (pause"
William Shatner,WilliamShatner_3.wav," Theses  is  that  even  machinery  can  lead  you  into  a  contemplative  attitude,  if  you  will, (pause for 1.4s)  if  you  focus  on  it  and  the  industrial  world  and  the  beauty  of  the  machine  and  all  of  those  things  are  involved  in  thinking  about  cars  and  motorcycles.  And  I  am  of  that  feeling.  So  I  love  beautiful  cars, (pause for 0.6s)  beautiful  mechanical  things. (pause for 0.8s)  I  did  a (pause for 1.9s)  documentary  a  while  ago  called,  I  called  it  the  ride. (pause for 0.6s)  I  directed  it  and  I  rode  in  it  and  I  rode  a  new  motorcycle  from  Chicago  to  Los  Angeles  and  I  called  it  the  ride. (pause for 1.8s)  And  that  ride  with  this  new  motorcycle  and  the  way  it  went.  So  I  had  a  feeling  for  machinery  long  ago  that  this  guy  exhibits  in  the  movie. (pause for 0.6s)  And  when  they  take  his  driver's  license  away  because  of  an  accident  and  they  take  his  life  away  and  I  understand  that  because  now  he  can't  move. (pause for 1.8s)  There  isn't  even  any  great  public  transportation  around.  We're  here.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
William Shatner,WilliamShatner_1.wav," What  did  I  talk  about?  Well,  let  me,  we  have  maybe  200,  300  people  here  this  evening. (pause for 0.8s)  I  played, (pause for 0.5s)  oh,  I  guess  the  largest  I  played  was  in  Central  Park,  maybe  5,000  people  in  a  variety  of  shows  I'm  seeing. (pause for 0.7s)  I  faced  10,000  people  in  a  room,  10,000  people,  and  I  had  no  prepared  material  at  all.  The  night  before  I  went  on, (pause for 0.6s)  what  can  I  tell  these  people  who  know  the  scripts  and  the  characters  and  the  inner  motivations  far  more  than  I  ever  did,  when  it  was  fresh  and  I  had  no  recollection  of  it.  And  what  can  I  tell  them?  And  I  thought  the  only  thing  they  don't  know  that  I  know  is  some  of  the  little  things,  some  of  the,  how  I  felt  about  a  particular  incident  in  my  view  on  a  certain  thing.  So  I  thought  what  I  do  is  I'd  cut  through  all  the  malarkey  and  all  the  fall  to  all  that (pause for 0.7s)  unfortunately  surrounds  that  show  because  so  many  people  are  making  so  much  money  out  of  the  merchant  dicing  of  the,  I  tried  to  cut  through  all  that  and  I  hope  I  succeeded  by  just  reaching  out  and  saying,  hey,  here's  what  I  think  and  here's  what  I  would  like  you  to  understand.","(pause, (pause, (pause, (pause, (pause"
Barbra Streisand,BarbraStreisand_2.wav," I  don't  know.  I  can  never  sing,  you  know,  somebody's  living  room.  They  say,  can  you  get  up  and  do  a, (pause for 0.6s)  Judy  Garland  used  to  love  to  do  that.  I  saw  Liza  Manelli  years  ago  get  up  in  my  friends  living  room.  And  that's  when  I  said,  after  27  years  of  not  performing  live,  except  for  charities  and  political  fundraisers,  perhaps, (pause for 0.5s)  I  said,  God,  how  could  she  do  this?  How  does  she  get  up  and  sing  in  front  of  people  without  the  lights  being  off? (pause for 0.9s)  You  see,  when  the  audience,  when  you  can't  see  the  people,  I  can  go  into  my  own  little  world  of  characterization, (pause for 0.5s)  acting,  whatever  I  do,  you  know. (pause for 0.7s)  But  if  you  see  people, (pause for 0.8s)  it's  just...","(pause, (pause, (pause, (pause, (pause, (pause"
Barbra Streisand,BarbraStreisand_3.wav," I  think  it  was  at  a  very  young  age  that  I  thought  I'd  like  to  be  the  best  at  singing.  But  first  it  was  acting.  I  wanted  to  be  an  actress  first. (pause for 0.8s)  I  only  became  a  singer  because  I  couldn't  get  a  job  as  an  actress. (pause for 1.0s)  And  I  thought  I  knew  I  had  a  good  voice  from  when  I  was  a  kid  and  we  used  to  sing  on  the  stoops  in  Brooklyn. (pause for 0.6s)  And  I  was  known  for  having  a  good  voice  and  no  father  because  every  other  kid  had  a  father. (pause for 0.9s)  So  I  was  unique. (pause for 1.4s)  And  when  you  have  a  kind  of  void  in  your  life  and  a  strange  childhood,  you  know, (pause for 0.5s)  I  wasn't  seen. (pause for 0.7s)  It  was  like  I  was  pushed  around  or,  you  know, (pause for 0.7s)  my  mother  wanted  me  to  be  a  teacher  or  work  in  the  school  system  like  my  father  did.  My  father  was  a  teacher  but  my  mother  was  a  bookkeeper  in  the  school  system. (pause for 0.5s)  And  she  said,  you  know,  you  get  vacations  and  paid  vacations.  I  thought,  no,  I  really  want  to  experience  happiness. (pause for 1.6s)  That  I  don't  know.  I  see  people  going  to  dinner  with  their  parents  or  I  mean,  eating  in  their  house.  We  never  sat  down  at  a  table  at  a  specific  time  to  have  dinner. (pause for 0.9s)  So  I  think  in  the  back  of  my  mind,  it  was  always  about  that. (pause for 0.8s)  How  do  you  get  fulfilled? (pause for 1.2s)  And  that's  what  I  did. (pause for 0.6s)  I  mean,  I  wanted","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Barbra Streisand,BarbraStreisand_1.wav," That's  a  good  question. (pause for 1.3s)  But  when  I'm  making  the  movie,  I  spend  a  whole  weekend  in  bed, (pause for 1.7s)  just  with  food,  lots  of  food. (pause for 0.9s)  And  just  try  to  be  quiet,  try  to  just  come  back  to  my  inner, (pause for 0.5s)  small  self,  and  dream,  and  imagine, (pause for 1.3s)  and  then  go  out  and  do  the  work  the  next  week. (pause for 1.7s)  But  is  there  a  secret  to  it?  No,  I  mean,  how  do  I  relieve  stress?  No,  I  can't  think  of  a  ticket.","(pause, (pause, (pause, (pause, (pause, (pause"
Sophia Loren,SophiaLoren_2.wav," I  was  16,  and  I  said,  I  don't  know,  I  was  not  asked,  they  said,  why  don't  you?  And  I  said,  if  a  member  of  the  jury  tells  me  to  participate  in  a  contest,  I  think  I'm  going  to  win. (pause for 0.8s)  It's  not  true.  I  arrived  second,  but  anyway,  it  doesn't  matter  because  I  had  a  chance  to  meet  my  husband, (pause for 0.8s)  and  he  started  to  talk  to  me  about  difficulties  and  the  problems  of  a  movie,  a  movie  business  and  a  young  girl  with  a  mother  was  very  difficult, (pause for 0.6s)  and  I  said,  it  doesn't  matter,  just  give  me  a  little  thing  to  do,  I  just  want  to  make  some  money  because  I  have  nothing. (pause for 0.8s)  So,  little  by  little,  he  started  to  see  that  maybe  there  was  something  there, (pause for 0.6s)  and  he  started  really  to  help  me  seriously. (pause for 2.2s)  And  when  I  was  17  years  old, (pause for 0.8s)  in  the  meantime,  I  had  done  some  little  work  here  and  there,  I  started  to  say  hello  in  a  movie,  then  a  longer  phrase,  hello,  how  are  you? (pause for 0.5s)  Dinner  is  served,  ma 'am,  you  know. (pause for 0.9s)  And  so  I  started  to  have  a  kind  of  experience,  I  mean,  I  thought  in  movies,  and  I  thought  I  was  starting  to  be  an  actress. (pause for 0.8s)  I  didn't  know  how  hard  it  is  to  be  an  actress. (pause for 2.9s)  So  he  helped  me,  and  I  met  with  him,  Dezika,  we  thought  of  Dezika.  And  he  was  ready  to  do  a  film  that  was...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Martin Scorsese,MartinScorsese_3.wav," They,  over  the  past  number  of  years,  there  have  been  a  few  that  have  been  circling  about,  and  that  sort  of  thing.  But  again,  this  is  interesting  because  it  was  Eric  Roth  gave  it  to  Bob  DeNiro,  and  DeNiro  and  I  have  been  trying  to  make  a  picture  against  since  Casino.  Right.  It  was  1995,  so  it  was  a  long  time  since  we  hadn't  worked  together. (pause for 0.5s)  And  we  tried  to  find  all  these  other  projects, (pause for 1.0s)  remakes  of  the  bad  and  the  beautiful.  Remember  the  story  about  Hollywood  and  with  Kurt  Douglas.  All  that  sort  of  thing.  And  finally,  it  came  down  to  a  situation  where  we  decided  that  we  were  going  to  make  a  film  about  an  aging  hitman, (pause for 0.5s)  supposedly.  And  we  were  working  on  this  one  project.  But  it  was  kind  of  a  genre  piece.  And  I  don't  know  how  to  do  genre  anymore.  And  the  genre  that  I  know  goes  back  to  1948.  It  doesn't,  doesn't  pay.  So  Eric  gave  him  this  book, (pause for 0.5s)  supposedly,  the  memoirs  of  a  hitman,  so  to  speak.  Yeah.  And  Bob  came  to  talk  to  me  about  the  character.  And  as  he  was  talking  about  the  character, (pause for 1.2s)  he  became  rather  emotional  about  it. (pause for 0.6s)  And  I  said,  that's  something. (pause for 0.6s)  Now,  if  we  are  going  to  go  back  into  that  milieu,  which  we  were  associated  with  in  Casino  and  Goodfellas, (pause for 0.9s)  then  this  is  something  that  maybe  we  could  learn  a  little  more  about  ourselves  and  go  deeper. (pause for 0.9s)  You  know,  otherwise,  what  are  we  doing  in  the  sense  we're  just  repeating  ourselves.  Right.  And  so  we  took  a  chance.  And  Steve  Zalien  came  in,  wrote  this  script.  The  book  is  by  Charles  Brandt.  And  by  that  point, (pause for 0.6s)  by  that  point,  basically,  no.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
